,Time,Number_of_Casualties,Day_of_Week,Road_Type,Speed_limit,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,Junction_Detail,Number_of_Vehicles,Accident_Severity,Road_Surface_Condition
2515,Tarde,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,No_hay_cruce,1,Leve,Húmeda
2516,Noche,1,Fin de semana,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2517,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
2518,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
2519,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2520,Noche,1,Fin de semana,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
2521,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2522,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
2523,Tarde,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
2524,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2525,Noche,1,Fin de semana,Autovia,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
2526,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
2527,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
2528,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,T,1,Leve,Húmeda
2529,Noche,1,Fin de semana,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
2530,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,No_hay_cruce,1,Leve,Húmeda
2531,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2532,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2533,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,T,1,Leve,Seca
2534,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
2535,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,T,1,Leve,Seca
2536,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
2537,Mañana,2,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
2538,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
2539,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2540,Mañana,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
2541,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,T,1,Leve,Seca
2542,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,T,1,Leve,Húmeda
2543,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,No_hay_cruce,1,Leve,Húmeda
2544,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
2545,Mañana,2,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
2546,Mañana,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
2547,Mañana,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
2548,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,Encrucijada,1,Leve,Húmeda
2549,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
2550,Noche,1,Fin de semana,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
2551,Noche,1,Fin de semana,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
2552,Noche,1,Día laboral,Calzada,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Serio,Seca
2553,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,Encrucijada,1,Leve,Seca
2554,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2555,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
2556,Tarde,1,Fin de semana,1SoloSentido,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
2557,Mañana,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2558,Tarde,1,Día laboral,Calzada,30.0,Diurna,Desconocido,1,Urbano,Si,Otros,1,Leve,Seca
2559,Noche,1,Fin de semana,Calzada,30.0,Oscuridad_Luces_Encendidas,Desconocido,1,Urbano,Si,Otros,1,Leve,Seca
2560,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
2561,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
2562,Mañana,1,Fin de semana,Calzada,30.0,Diurna,Lluvioso,2,Urbano,Si,No_hay_cruce,1,Leve,Húmeda
2563,Noche,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
2564,Noche,1,Fin de semana,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
2565,Mañana,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
2566,Mañana,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2567,Tarde,2,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,T,1,Leve,Húmeda
2568,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2569,Tarde,3,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
2570,Noche,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,T,1,Leve,Húmeda
2571,Tarde,1,Fin de semana,Autovia,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
2572,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2573,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2574,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2575,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
2576,Tarde,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2577,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Minirotonda,1,Serio,Seca
2578,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
2579,Noche,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2580,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,T,1,Leve,Seca
2581,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2582,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2583,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,No,T,1,Serio,Seca
2584,Tarde,1,Día laboral,Calzada,30.0,Diurna,Lluvioso,2,Urbano,Si,T,1,Leve,Húmeda
2585,Mañana,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2586,Noche,2,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",2,Urbano,Si,No_hay_cruce,1,Leve,Húmeda
2587,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2588,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2589,Noche,1,Fin de semana,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2590,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
2591,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2592,Tarde,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
2593,Tarde,1,Fin de semana,Calzada,30.0,Diurna,Lluvioso,2,Urbano,No,T,1,Leve,Húmeda
2594,Mañana,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2595,Noche,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2596,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Lluvioso, con vientos fuertes",2,Urbano,Si,T,1,Leve,Húmeda
2597,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2598,Mañana,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,No,T,1,Leve,Seca
2599,Mañana,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
2600,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2601,Mañana,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2602,Noche,2,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
2603,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
2604,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,Encrucijada,1,Leve,Húmeda
2605,Mañana,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2606,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2607,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
2608,Noche,1,Fin de semana,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Serio,Seca
2609,Mañana,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
2610,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
2611,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
2612,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,Lluvioso,2,Urbano,No,T,1,Serio,Húmeda
2613,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,No,T,1,Serio,Seca
2614,Tarde,1,Día laboral,Calzada,30.0,Diurna,Desconocido,1,Urbano,No,T,1,Fatal,Seca
2615,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Entrada_Privada,1,Serio,Seca
2616,Noche,1,Día laboral,Autovia,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
2617,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
2618,Tarde,1,Fin de semana,Autovia,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,T,1,Leve,Húmeda
2619,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,Encrucijada,1,Leve,Seca
2620,Tarde,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,T,1,Leve,Seca
2621,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,+4salidas,1,Leve,Seca
2622,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,T,1,Leve,Seca
2623,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,Encrucijada,1,Serio,Seca
2624,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2625,Noche,1,Fin de semana,Calzada,30.0,Oscuridad_Iluminacion_Desconocida,"Bien, con vientos suaves",1,Urbano,No,T,1,Leve,Seca
2626,Mañana,1,Día laboral,Calzada,30.0,Diurna,Otro,4,Urbano,Si,T,1,Leve,Hielo
2627,Mañana,1,Fin de semana,Autovia,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,T,1,Serio,Húmeda
2628,Mañana,2,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2629,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
2630,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2631,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2632,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,T,1,Serio,Seca
2633,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
2634,Tarde,1,Fin de semana,Calzada,30.0,Diurna,Desconocido,1,Urbano,Si,No_hay_cruce,1,Serio,Seca
2635,Mañana,1,Fin de semana,1SoloSentido,30.0,Diurna,Desconocido,1,Urbano,No,No_hay_cruce,1,Serio,Seca
2636,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
2637,Noche,2,Día laboral,1SoloSentido,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2638,Tarde,2,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
2639,Noche,1,Fin de semana,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
2640,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
2641,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
2642,Noche,1,Día laboral,Calzada,40.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
2643,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,T,1,Leve,Seca
2644,Tarde,1,Fin de semana,Calzada,60.0,Diurna,Lluvioso,2,Rural,Si,No_hay_cruce,1,Serio,Húmeda
2645,Tarde,1,Día laboral,Calzada,20.0,Diurna,"Lluvioso, con vientos fuertes",2,Urbano,Si,Otros,1,Fatal,Húmeda
2646,Mañana,1,Día laboral,1SoloSentido,20.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,Otros,1,Leve,Húmeda
2647,Mañana,2,Día laboral,Calzada,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
2648,Mañana,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
2649,Tarde,1,Día laboral,Calzada,30.0,Diurna,Lluvioso,2,Urbano,Si,Otros,1,Leve,Húmeda
2650,Tarde,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
2651,Mañana,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",4,Rural,Si,No_hay_cruce,1,Leve,Hielo
2652,Noche,1,Día laboral,Calzada,50.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
2653,Mañana,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
2654,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,Otros,1,Leve,Seca
2655,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
2656,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
2657,Tarde,1,Día laboral,Calzada,40.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,No_hay_cruce,1,Serio,Húmeda
2658,Tarde,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
2659,Mañana,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Fatal,Seca
2660,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Serio,Seca
2661,Noche,1,Día laboral,Calzada,40.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
2662,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,T,1,Serio,Seca
2663,Mañana,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
2664,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
2665,Mañana,1,Día laboral,Calzada,40.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
2666,Mañana,1,Día laboral,Calzada,30.0,Diurna,Otro,4,Urbano,Si,Encrucijada,1,Leve,Hielo
2667,Tarde,1,Fin de semana,Calzada,60.0,Diurna,"Bien, con vientos suaves",2,Rural,Si,No_hay_cruce,1,Serio,Húmeda
2668,Noche,1,Día laboral,Circunvalacion,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,Carretera_Acceso,1,Leve,Seca
2669,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Otros,1,Leve,Seca
2670,Tarde,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,Otros,1,Leve,Seca
2671,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
2672,Mañana,1,Fin de semana,Rotonda,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,Rotonda,1,Serio,Seca
2673,Noche,1,Fin de semana,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
2674,Noche,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",2,Rural,Si,T,1,Leve,Húmeda
2675,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
2676,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
2677,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2678,Mañana,1,Día laboral,Calzada,30.0,Diurna,Otro,2,Urbano,Si,No_hay_cruce,1,Leve,Húmeda
2679,Mañana,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,T,1,Serio,Húmeda
2680,Noche,2,Día laboral,Calzada,30.0,Oscuridad_Sin_Iluminacion,"Bien, con vientos suaves",2,Urbano,Si,T,1,Serio,Húmeda
2681,Tarde,2,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
2682,Tarde,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",4,Rural,Si,No_hay_cruce,1,Serio,Hielo
2683,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
2684,Mañana,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",2,Rural,Si,No_hay_cruce,1,Fatal,Húmeda
2685,Noche,1,Fin de semana,Calzada,30.0,Oscuridad_Luces_Encendidas,Lluvioso,2,Urbano,Si,T,1,Leve,Húmeda
2686,Mañana,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,No,T,1,Serio,Seca
2687,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Iluminacion_Desconocida,"Bien, con vientos suaves",1,Rural,No,No_hay_cruce,1,Leve,Seca
2688,Mañana,1,Fin de semana,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
2689,Mañana,1,Fin de semana,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
2690,Tarde,1,Día laboral,Calzada,40.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,T,1,Serio,Seca
2691,Tarde,1,Fin de semana,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,T,1,Serio,Seca
2692,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,T,1,Leve,Seca
2693,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
2694,Tarde,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
2695,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
2696,Mañana,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
2697,Tarde,1,Fin de semana,Calzada,60.0,Diurna,Lluvioso,2,Rural,Si,No_hay_cruce,1,Leve,Húmeda
2698,Mañana,1,Fin de semana,Calzada,60.0,Diurna,"Bien, con vientos suaves",2,Rural,No,No_hay_cruce,1,Leve,Húmeda
2699,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,Lluvioso,2,Urbano,No,No_hay_cruce,1,Leve,Húmeda
2700,Mañana,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",2,Rural,Si,No_hay_cruce,1,Serio,Húmeda
2701,Mañana,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,T,1,Serio,Húmeda
2702,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
2703,Tarde,1,Día laboral,Calzada,30.0,Diurna,Lluvioso,2,Urbano,No,T,1,Leve,Húmeda
2704,Mañana,1,Fin de semana,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
2705,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,No_hay_cruce,1,Leve,Húmeda
2706,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
2707,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
2708,Mañana,1,Día laboral,Calzada,40.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
2709,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
